,channel,feature_type,channel_feature_name,RF_Importance,XGB_Importance,Lasso_Coefficient
257,28,theta_power,Channel_28_theta_power,0.0004937994975986168,0.000882029,0.0
258,28,alpha_power,Channel_28_alpha_power,0.0005854699366766229,0.000526228,0.0
259,28,beta_power,Channel_28_beta_power,0.0005958402494245362,0.0010802746,0.0
260,28,gamma_power,Channel_28_gamma_power,0.0009544708123706394,0.0007172737,0.0
261,29,mean,Channel_29_mean,0.0011941731361696376,0.0009094831,0.0
262,29,std,Channel_29_std,0.0009632232876258836,0.0007238186,0.0
263,29,skewness,Channel_29_skewness,0.0010273785904613586,0.00083246024,0.01349302757657517
264,29,kurtosis,Channel_29_kurtosis,0.0008957563851153202,0.0006274652,0.0007799702472206341
265,29,delta_power,Channel_29_delta_power,0.0007382450557993933,0.0008547679,0.0
266,29,theta_power,Channel_29_theta_power,0.000648557855466986,0.0009273355,0.0
267,29,alpha_power,Channel_29_alpha_power,0.0008493660782137116,0.00074801256,0.0
268,29,beta_power,Channel_29_beta_power,0.0009034345890350962,0.0007138351,0.0
269,29,gamma_power,Channel_29_gamma_power,0.0008030669099663108,0.0012461536,0.0
270,30,mean,Channel_30_mean,0.0012033641084694797,0.00021774229,0.0
271,30,std,Channel_30_std,0.0012683404738940652,0.00050924916,0.0
272,30,skewness,Channel_30_skewness,0.0012761308374840941,0.00039141,0.002161326155751517
273,30,kurtosis,Channel_30_kurtosis,0.0013341580834639755,0.00040549363,0.002299512703350084
274,30,delta_power,Channel_30_delta_power,0.0005880707953621903,0.000764748,0.0
275,30,theta_power,Channel_30_theta_power,0.000700137261667135,0.0004128954,0.0
276,30,alpha_power,Channel_30_alpha_power,0.0010620723356564367,0.001072929,0.0
277,30,beta_power,Channel_30_beta_power,0.0014399425499679438,0.0008976507,0.0
278,30,gamma_power,Channel_30_gamma_power,0.0015186102614235886,0.00090847723,0.0
279,31,mean,Channel_31_mean,0.0009410434363850455,0.00064490404,0.0
280,31,std,Channel_31_std,0.0014267059293383805,0.0018096862,0.0
281,31,skewness,Channel_31_skewness,0.0009497492160367631,0.0007102665,0.00615321670331224
282,31,kurtosis,Channel_31_kurtosis,0.0008811328495362778,0.0004748831,0.0
283,31,delta_power,Channel_31_delta_power,0.0008037261301888419,0.0006358657,0.0
284,31,theta_power,Channel_31_theta_power,0.0006032431910574181,0.00077429507,0.0
285,31,alpha_power,Channel_31_alpha_power,0.000600074595408812,0.00092710025,0.0
286,31,beta_power,Channel_31_beta_power,0.0007510694605974517,0.0009098712,0.0
287,31,gamma_power,Channel_31_gamma_power,0.0011778198701605015,0.0010866171,0.0
288,32,mean,Channel_32_mean,0.0008081819883008672,0.0007337669,0.0
289,32,std,Channel_32_std,0.0008957679105972581,0.0011576102,0.0
290,32,skewness,Channel_32_skewness,0.0009898296732820753,0.0007747282,0.0
291,32,kurtosis,Channel_32_kurtosis,0.0010001354305075232,0.0005644675,0.019523518722482588
292,32,delta_power,Channel_32_delta_power,0.0005541165450250163,0.0010203121,0.0
293,32,theta_power,Channel_32_theta_power,0.0008567200648116791,0.0008976841,0.0
294,32,alpha_power,Channel_32_alpha_power,0.0005101647128306851,0.0006492642,0.0
295,32,beta_power,Channel_32_beta_power,0.0007517672393054731,0.00050903,0.0
296,32,gamma_power,Channel_32_gamma_power,0.0010034490964977343,0.0009984871,0.0
297,33,mean,Channel_33_mean,0.0007929441318357094,0.0005512902,0.0
298,33,std,Channel_33_std,0.0011027093820772998,0.001852592,0.0
299,33,skewness,Channel_33_skewness,0.0008505561521942024,0.00069626264,0.0
300,33,kurtosis,Channel_33_kurtosis,0.0008299508843291062,0.00080153754,0.02969126514227057
301,33,delta_power,Channel_33_delta_power,0.00048001030815040304,0.0011235964,0.0
302,33,theta_power,Channel_33_theta_power,0.0005226001974959129,0.0007209241,0.0
303,33,alpha_power,Channel_33_alpha_power,0.00043357994533918873,0.0006319029,0.0
304,33,beta_power,Channel_33_beta_power,0.0006992983187743384,0.00058037904,0.0
305,33,gamma_power,Channel_33_gamma_power,0.0010265689313384665,0.00087242824,0.0
306,34,mean,Channel_34_mean,0.0009100874668512475,0.00074155396,0.0
307,34,std,Channel_34_std,0.0010633623750940116,0.0008021183,0.0
308,34,skewness,Channel_34_skewness,0.0011009016991301956,0.0005493372,0.005929982723845892
309,34,kurtosis,Channel_34_kurtosis,0.0011141246864408523,0.00045091816,0.0
310,34,delta_power,Channel_34_delta_power,0.0005858158571337854,0.00040482363,0.0
311,34,theta_power,Channel_34_theta_power,0.0007384206773643952,0.0007734397,0.0
312,34,alpha_power,Channel_34_alpha_power,0.0006132144333934542,0.00069724524,0.0
313,34,beta_power,Channel_34_beta_power,0.0007808525736768593,0.00044182784,0.0
314,34,gamma_power,Channel_34_gamma_power,0.0008400084912530752,0.0006108281,0.0
315,35,mean,Channel_35_mean,0.0007307805295261652,0.0006896017,0.0
316,35,std,Channel_35_std,0.0006956559837789194,0.0012116368,0.0
317,35,skewness,Channel_35_skewness,0.000768471514527177,0.00079546834,0.0
318,35,kurtosis,Channel_35_kurtosis,0.0007874161479888654,0.0005787852,0.013143171642343514
319,35,delta_power,Channel_35_delta_power,0.0005294428431735948,0.00072838215,0.0
320,35,theta_power,Channel_35_theta_power,0.0004903874749904847,0.0008592064,0.0
321,35,alpha_power,Channel_35_alpha_power,0.0005604121869440296,0.0008713452,0.0
322,35,beta_power,Channel_35_beta_power,0.0005876632547690157,0.0010823252,0.0032153454926807015
323,35,gamma_power,Channel_35_gamma_power,0.0006872983373970216,0.0009404468,0.0
324,36,mean,Channel_36_mean,0.001157583041684962,0.0014648772,0.0
325,36,std,Channel_36_std,0.001886007427578538,0.0015806896,0.0
326,36,skewness,Channel_36_skewness,0.0010075900178905862,0.0006469652,0.0
327,36,kurtosis,Channel_36_kurtosis,0.001008877469948026,0.0006042976,0.0
328,36,delta_power,Channel_36_delta_power,0.0007018697073237762,0.0010002847,0.0
329,36,theta_power,Channel_36_theta_power,0.0007213641071827433,0.0011818291,0.0
330,36,alpha_power,Channel_36_alpha_power,0.0010874657893396491,0.0012925586,0.0
331,36,beta_power,Channel_36_beta_power,0.0006053994317234477,0.0009698451,0.0
